"","ID","AGE","GENDER","RACE","ArrestTime","Hour","Month","Weekday","OFFENSE","Code","ShortCode"
"681",2392,10,"M","B","2016-11-04T13:28:00","13","十一月","星期五","2702 Aggravated Assault. ","2702","27"
"684",5447,19,"M","B","2017-02-14T19:35:00","19","二月","星期二","3502 Burglary.","3502","35"
"687",4579,21,"M","W","2017-01-13T23:31:00","23","一月","星期五","1301 Registration and Certificate of Title Required. ","1301","13"
"689",166,21,"M","B","2016-08-28T10:14:00","10","八月","星期日","9501 Bench Warrant","9501","95"
"690",171,16,"M","B","2016-09-05T21:47:00","21","九月","星期一","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"693",2394,19,"M","W","2016-10-29T00:36:00","0","十月","星期六","5121 Escape. ","5121","51"
"697",2399,16,"F","B","2016-11-08T14:58:00","14","十一月","星期二","2705 Recklessy Endangering Another Person. ","2705","27"
"700",2398,14,"M","B","2016-11-01T11:06:00","11","十一月","星期二","2702 Aggravated Assault. ","2702","27"
"705",2103,17,"M","B","2016-10-28T14:30:00","14","十月","星期五","2702 Aggravated Assault. ","2702","27"
"711",2553,20,"F","B","2016-10-17T02:30:00","2","十月","星期一","903 Criminal Conspiracy. ","903","9"
"714",185,20,"M","B","2016-09-06T13:03:00","13","九月","星期二","2702 Aggravated Assault.","2702","27"
"715",197,10,"M","O","2016-09-01T18:10:00","18","九月","星期四","903 Criminal Conspiracy. ","903","9"
"721",5165,15,"F","B","2017-01-20T13:00:00","13","一月","星期五","5503 Disorderly Conduct. ","5503","55"
"723",2403,16,"M","B","2016-11-01T20:04:00","20","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"728",2405,20,"M","B","2016-10-30T17:20:00","17","十月","星期日","1501 Drivers Required to be Licensed. ","1501","15"
"731",5166,10,"M","B","2016-11-07T12:41:00","12","十一月","星期一","2702 Aggravated Assault. ","2702","27"
"733",3790,19,"M","B","2016-12-16T03:45:00","3","十二月","星期五","4910 Tampering with or Fabricating Physical Evidence.","4910","49"
"734",4211,21,"F","W","2017-01-01T00:28:00","0","一月","星期日","5101 Obstructing Admin. of Law  ","5101","51"
"740",5168,17,"M","B","2017-02-10T19:15:00","19","二月","星期五","3502 Burglary. ","3502","35"
"744",5173,13,"M","B","2017-02-08T12:44:00","12","二月","星期三","3304 Criminal Mischief. ","3304","33"
"748",5174,12,"M","B","2017-02-10T13:00:00","13","二月","星期五","903 Criminal Conspiracy. ","903","9"
"750",210,17,"F","B","2016-09-20T14:20:00","14","九月","星期二","1543 Driving While Operating Privilege is Suspended or Revoked. ","1543","15"
"753",2583,16,"U","B","2016-10-13T12:30:00","12","十月","星期四","5503 Disorderly Conduct. ","5503","55"
"755",5175,12,"M","B","2017-02-09T09:30:00","9","二月","星期四","903 Criminal Conspiracy. ","903","9"
"757",5693,19,"F","B","2017-02-18T23:44:00","23","二月","星期六","3929 Retail Theft.","3929","39"
"758",227,19,"M","B","2016-08-03T17:26:00","17","八月","星期三","903 Criminal Conspiracy. ","903","9"
"763",231,18,"M","B","2016-08-07T22:08:00","22","八月","星期日","5503 Disorderly Conduct. ","5503","55"
"765",5177,17,"M","B","2017-02-03T10:50:00","10","二月","星期五","2701 Simple Assault. ","2701","27"
"769",6635,21,"M","W","2017-03-18T17:02:00","17","三月","星期六","5503 Disorderly Conduct. ","5503","55"
"771",4121,18,"M","B","2017-01-11T11:00:00","11","一月","星期三","903 Criminal Conspiracy. ","903","9"
"775",6032,11,"F","B","2017-02-21T12:20:00","12","二月","星期二","2702 Aggravated Assault. ","2702","27"
"778",2586,13,"M","B","2016-11-14T13:00:00","13","十一月","星期一","5503 Disorderly Conduct. ","5503","55"
"780",5199,18,"F","B","2017-02-10T14:00:00","14","二月","星期五","4905 False Alarms to Agencies of Public Safety.","4905","49"
"781",2593,14,"F","B","2016-11-09T11:40:00","11","十一月","星期三","903 Criminal Conspiracy. ","903","9"
"784",1685,17,"M","B","2016-10-03T19:40:00","19","十月","星期一","3925 Receiving Stolen Property.","3925","39"
"785",5215,16,"F","B","2017-01-31T13:50:00","13","一月","星期二","2701 Simple Assault.","2701","27"
"786",5198,13,"M","B","2017-02-08T12:44:00","12","二月","星期三","4906 False Reports to Law Enforcement Authorities. ","4906","49"
"791",1670,21,"M","B","2016-10-11T13:35:00","13","十月","星期二","2501 Criminal Homicide. ","2501","25"
"794",5204,18,"M","B","2017-02-09T23:00:00","23","二月","星期四","9015 Failure To Appear","9015","90"
"799",276,20,"M","B","2016-09-09T11:02:00","11","九月","星期五","9015 Failure To Appear","9015","90"
"801",269,20,"M","B","2016-09-14T13:22:00","13","九月","星期三","903 Criminal Conspiracy. ","903","9"
"814",277,21,"M","B","2016-09-08T10:49:00","10","九月","星期四","9015 Failure To Appear","9015","90"
"816",278,16,"M","B","2016-09-09T10:05:00","10","九月","星期五","903 Criminal Conspiracy. ","903","9"
"818",279,18,"M","W","2016-09-08T21:15:00","21","九月","星期四","903 Criminal Conspiracy. ","903","9"
"822",6204,21,"M","W","2017-03-04T16:42:00","16","三月","星期六","3502 Burglary. ","3502","35"
"825",4107,17,"M","B","2017-01-10T11:15:00","11","一月","星期二","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"829",2422,19,"M","B","2016-11-09T12:53:00","12","十一月","星期三","2702 Aggravated Assault. ","2702","27"
"836",6668,21,"M","B","2017-03-20T12:20:00","12","三月","星期一","3701 Robbery.","3701","37"
"837",298,12,"M","B","2016-09-01T18:00:00","18","九月","星期四","903 Criminal Conspiracy. ","903","9"
"839",933,19,"M","B","2016-09-03T14:30:00","14","九月","星期六","2701 Simple Assault.","2701","27"
"840",6783,19,"M","B","2017-03-21T16:03:00","16","三月","星期二","6106 Firearms not to be Carried without a License. ","6106","61"
"857",6677,21,"M","W","2017-03-22T16:30:00","16","三月","星期三","9501 Bench Warrant","9501","95"
"858",308,21,"M","B","2016-08-07T03:17:00","3","八月","星期日","6106 Firearms not to be Carried without a License. ","6106","61"
"860",4640,18,"M","B","2016-12-06T10:00:00","10","十二月","星期二","2702 Aggravated Assault. ","2702","27"
"862",1684,17,"M","B","2016-10-05T12:25:00","12","十月","星期三","2706 Terroristic Threats. ","2706","27"
"867",5281,19,"M","B","2017-02-15T08:40:00","8","二月","星期三","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"872",322,21,"F","W","2016-08-31T03:10:00","3","八月","星期三","2701 Simple Assault.","2701","27"
"873",2708,19,"M","B","2016-11-07T14:05:00","14","十一月","星期一","903 Criminal Conspiracy. ","903","9"
"880",6805,14,"F","B","2017-03-17T15:43:00","15","三月","星期五","2702 Aggravated Assault. ","2702","27"
"884",6807,13,"M","B","2017-03-13T14:17:00","14","三月","星期一","2702 Aggravated Assault.","2702","27"
"885",323,19,"M","B","2016-09-03T14:30:00","14","九月","星期六","2706 Terroristic Threats. ","2706","27"
"887",328,19,"M","W","2016-09-06T14:00:00","14","九月","星期二","3127 Indecent Exposure. ","3127","31"
"895",6081,21,"M","W","2017-02-27T17:11:00","17","二月","星期一","2701 Simple Assault. ","2701","27"
"901",5299,21,"M","W","2017-02-07T18:15:00","18","二月","星期二","2701 Simple Assault. ","2701","27"
"904",4361,13,"F","B","2017-01-09T09:10:00","9","一月","星期一","2702 Aggravated Assault. ","2702","27"
"907",4598,20,"M","B","2017-01-12T17:36:00","17","一月","星期四","2702 Aggravated Assault. ","2702","27"
"917",6823,16,"F","B","2017-03-16T14:15:00","14","三月","星期四","912 Possession of Weapon on School Property.","912","9"
"918",6824,10,"F","B","2017-03-21T15:05:00","15","三月","星期二","2702 Aggravated Assault.","2702","27"
"919",346,17,"M","A","2016-08-22T10:00:00","10","八月","星期一","903 Criminal Conspiracy. ","903","9"
"922",8,21,"F","B","2016-08-16T04:25:00","4","八月","星期二","2701 Simple Assault. ","2701","27"
"926",9,17,"M","B","2016-08-29T17:55:00","17","八月","星期一","903 Criminal Conspiracy. ","903","9"
"928",4117,16,"M","B","2016-12-29T18:20:00","18","十二月","星期四","3925 Receiving Stolen Property. ","3925","39"
"935",4305,19,"F","B","2017-01-05T21:00:00","21","一月","星期四","2701 Simple Assault.","2701","27"
"936",2060,17,"M","B","2016-10-18T11:05:00","11","十月","星期二","5503 Disorderly Conduct. ","5503","55"
"938",6811,16,"M","W","2017-03-14T10:42:00","10","三月","星期二","3921 Theft by Unlawful Taking or Disposition. ","3921","39"
"944",16,18,"M","B","2016-08-21T03:50:00","3","八月","星期日","903 Criminal Conspiracy. ","903","9"
"946",2428,19,"M","W","2016-11-09T04:05:00","4","十一月","星期三","903 Criminal Conspiracy. ","903","9"
"949",358,21,"M","W","2016-08-21T02:35:00","2","八月","星期日","5506 Loitering and Prowling at Night ","5506","55"
"951",3730,12,"F","B","2016-12-20T14:58:00","14","十二月","星期二","2702 Aggravated Assault. ","2702","27"
"954",4625,20,"M","B","2017-01-17T16:02:00","16","一月","星期二","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"961",5318,10,"M","O","2017-02-02T13:10:00","13","二月","星期四","2702 Aggravated Assault. ","2702","27"
"963",364,15,"F","B","2016-09-16T18:30:00","18","九月","星期五","2701 Simple Assault.","2701","27"
"964",3954,18,"M","B","2016-12-23T14:20:00","14","十二月","星期五","2701 Simple Assault.","2701","27"
"965",2067,14,"M","B","2016-10-21T20:55:00","20","十月","星期五","6106 Firearms not to be Carried without a License. ","6106","61"
"971",379,18,"M","B","2016-08-19T16:13:00","16","八月","星期五","3929 Retail Theft.","3929","39"
"972",2438,18,"F","B","2016-11-11T01:59:00","1","十一月","星期五","2701 Simple Assault.","2701","27"
"973",2457,20,"M","W","2016-10-28T23:10:00","23","十月","星期五","5503 Disorderly Conduct. ","5503","55"
"977",4119,15,"M","B","2016-12-14T21:45:00","21","十二月","星期三","903 Criminal Conspiracy. ","903","9"
"979",6819,11,"F","B","2017-03-14T09:00:00","9","三月","星期二","2701 Simple Assault. ","2701","27"
"982",5328,15,"M","B","2017-02-13T17:30:00","17","二月","星期一","903 Criminal Conspiracy. ","903","9"
"994",6289,16,"M","B","2017-03-08T10:00:00","10","三月","星期三","2702 Aggravated Assault. ","2702","27"
"997",5331,17,"M","B","2017-02-13T17:30:00","17","二月","星期一","903 Criminal Conspiracy. ","903","9"
"1001",5332,13,"F","B","2017-02-10T10:55:00","10","二月","星期五","2702 Aggravated Assault.","2702","27"
"1003",1793,18,"M","B","2016-10-05T17:08:00","17","十月","星期三","3925 Receiving Stolen Property.","3925","39"
"1004",347,15,"M","B","2016-08-26T19:30:00","19","八月","星期五","3126 Indecent Assault.","3126","31"
"1005",3991,18,"F","B","2016-12-23T16:20:00","16","十二月","星期五","9501 Bench Warrant","9501","95"
"1006",393,13,"M","W","2016-09-12T20:35:00","20","九月","星期一","3503 Criminal Trespass","3503","35"
"1007",2470,19,"M","B","2016-10-26T17:17:00","17","十月","星期三","3925 Receiving Stolen Property. ","3925","39"
"1015",45,21,"M","B","2016-09-13T21:10:00","21","九月","星期二","2701 Simple Assault.","2701","27"
"1019",2102,15,"F","B","2016-10-31T09:25:00","9","十月","星期一","2702 Aggravated Assault. ","2702","27"
"1023",4432,19,"F","B","2017-01-11T02:00:00","2","一月","星期三","3714 Careless Driving ","3714","37"
"1025",5237,20,"F","W","2017-02-02T05:40:00","5","二月","星期四","2701 Simple Assault. ","2701","27"
"1027",3497,15,"M","B","2016-12-09T15:14:00","15","十二月","星期五","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"1029",4441,17,"F","H","2017-01-21T20:35:00","20","一月","星期六","5501 Riot. ","5501","55"
"1031",58,21,"F","B","2016-08-11T18:12:00","18","八月","星期四","4910 Tampering with or Fabricating Physical Evidence. ","4910","49"
"1035",5337,13,"M","B","2017-02-08T20:45:00","20","二月","星期三","2701 Simple Assault. ","2701","27"
"1040",2487,20,"M","B","2016-10-30T10:30:00","10","十月","星期日","2702 Aggravated Assault. ","2702","27"
"1042",172,20,"M","B","2016-08-01T18:08:00","18","八月","星期一","9501 Bench Warrant","9501","95"
"1043",2363,20,"M","B","2016-09-18T04:05:00","4","九月","星期日","4914 False Identification to Law Enforcement Authorities","4914","49"
"1044",2933,20,"M","B","2016-11-14T15:40:00","15","十一月","星期一","2701 Simple Assault.","2701","27"
"1045",1035,15,"M","B","2016-09-10T15:50:00","15","九月","星期六","2702 Aggravated Assault. ","2702","27"
"1048",4359,11,"M","B","2017-01-03T12:44:00","12","一月","星期二","2702 Aggravated Assault. ","2702","27"
"1051",5352,21,"F","B","2017-02-16T18:00:00","18","二月","星期四","9501 Bench Warrant","9501","95"
"1052",396,21,"M","B","2016-08-21T08:30:00","8","八月","星期日","2705 Recklessy Endangering Another Person. ","2705","27"
"1055",2445,20,"M","B","2016-11-12T04:52:00","4","十一月","星期六","9015 Failure To Appear","9015","90"
"1057",5342,15,"M","B","2017-02-08T15:59:00","15","二月","星期三","2706 Terroristic Threats.","2706","27"
"1058",5373,17,"M","W","2017-02-01T14:54:00","14","二月","星期三","2701 Simple Assault.","2701","27"
"1059",1798,15,"M","B","2016-10-21T10:30:00","10","十月","星期五","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"1060",6305,19,"M","B","2017-03-08T10:44:00","10","三月","星期三","9015 Failure To Appear","9015","90"
"1062",3532,16,"M","B","2016-12-17T09:50:00","9","十二月","星期六","903 Criminal Conspiracy. ","903","9"
"1066",5349,11,"F","B","2017-02-09T11:45:00","11","二月","星期四","2702 Aggravated Assault. ","2702","27"
"1068",3490,14,"M","B","2016-12-16T18:00:00","18","十二月","星期五","3921 Theft by Unlawful Taking or Disposition.","3921","39"
"1069",1069,21,"M","B","2016-09-12T15:08:00","15","九月","星期一","2706 Terroristic Threats. ","2706","27"
"1072",4445,17,"M","B","2017-01-20T20:35:00","20","一月","星期五","3736 Reckless Driving ","3736","37"
"1074",4663,20,"F","B","2017-01-24T11:47:00","11","一月","星期二","902 Criminal Solicitation. ","902","9"
"1076",5381,21,"F","W","2017-02-02T22:43:00","22","二月","星期四","3111 Obedience to Traffic-Control Devices. ","3111","31"
"1081",6820,17,"M","B","2017-03-13T11:30:00","11","三月","星期一","2702 Aggravated Assault. ","2702","27"
"1086",4047,19,"M","B","2016-12-28T03:35:00","3","十二月","星期三","1501 Drivers Required to be Licensed. ","1501","15"
"1089",6265,21,"M","B","2017-03-07T23:59:00","23","三月","星期二","2701 Simple Assault.","2701","27"
"1090",2539,18,"M","B","2016-11-16T16:24:00","16","十一月","星期三","5126 Flight to Avoid Apprehension, Trial or Punishment. ","5126","51"
"1094",1810,20,"F","B","2016-10-09T16:59:00","16","十月","星期日","2706 Terroristic Threats. ","2706","27"
"1097",2849,21,"F","B","2016-11-12T15:20:00","15","十一月","星期六","3929 Retail Theft. ","3929","39"
"1099",569,13,"M","B","2016-09-13T11:00:00","11","九月","星期二","3502 Burglary.","3502","35"
"1100",1079,21,"M","W","2016-09-05T00:15:00","0","九月","星期一","9501 Bench Warrant","9501","95"
"1101",2547,17,"M","B","2016-11-16T14:03:00","14","十一月","星期三","903 Criminal Conspiracy. ","903","9"
"1104",6821,13,"M","B","2017-03-20T15:45:00","15","三月","星期一","2702 Aggravated Assault. ","2702","27"
"1108",386,18,"F","B","2016-09-13T10:55:00","10","九月","星期二","9015 Failure To Appear","9015","90"
"1110",5386,19,"M","B","2017-02-03T08:30:00","8","二月","星期五","9501 Bench Warrant","9501","95"
"1113",5389,18,"M","B","2017-02-05T00:54:00","0","二月","星期日","3925 Receiving Stolen Property. ","3925","39"
"1117",4700,19,"M","W","2017-01-22T04:50:00","4","一月","星期日","2701 Simple Assault.","2701","27"
"1119",416,16,"M","B","2016-09-19T15:00:00","15","九月","星期一","901 Criminal Attempt ","901","9"
"1126",2490,19,"F","W","2016-10-29T23:55:00","23","十月","星期六","5104 Resisting Arrest or Other Law Enforcement. ","5104","51"
"1136",2584,15,"M","B","2016-11-07T21:10:00","21","十一月","星期一","3921 Theft by Unlawful Taking or Disposition. ","3921","39"
"1139",2582,11,"M","B","2016-11-07T12:40:00","12","十一月","星期一","2702 Aggravated Assault. ","2702","27"
"1143",2588,12,"M","B","2016-11-08T14:00:00","14","十一月","星期二","903 Criminal Conspiracy. ","903","9"
"1148",2509,19,"F","W","2016-10-30T02:12:00","2","十月","星期日","5505 Public Drunkenness ","5505","55"
"1152",2589,12,"M","U","2016-11-08T14:00:00","14","十一月","星期二","903 Criminal Conspiracy. ","903","9"
