"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen","Code","ShortCode"
"5644",5941,15,"M","B","2017-02-20T17:00:00","2702 Aggravated Assault. / 5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","17","February","Monday",1,"2702","27"
"5645",1103,18,"M","B","2016-09-28T01:30:00","903 Criminal Conspiracy. / 3701 Robbery.","1","September","Wednesday",1,"903","9"
"5646",1105,33,"M","B","2016-09-28T11:30:00","3922 Theft by Deception. / 4107 Deceptive Business Practices. / 517.8(A1) Home Improvement Fraud","11","September","Wednesday",0,"3922","39"
"5648",3259,42,"M","W","2016-11-23T01:30:00","2701 Simple Assault.","1","November","Wednesday",0,"2701","27"
"5649",1106,20,"M","B","2016-09-28T13:09:00","2705 Recklessy Endangering Another Person. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3112 Traffic-Control Signals. / 3301 Driving on Right Side of Roadway. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","13","September","Wednesday",1,"2705","27"
"5650",3669,34,"M","B","2016-12-07T18:30:00","2701 Simple Assault.","18","December","Wednesday",0,"2701","27"
"5651",5726,51,"M","W","2017-02-20T19:00:00","1504 Classes of Licenses. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment","19","February","Monday",0,"1504","15"
"5655",1724,26,"M","B","2016-10-05T00:02:00","2701 Simple Assault.","0","October","Wednesday",0,"2701","27"
"5656",6168,31,"M","B","2017-03-01T17:05:00","3304 Criminal Mischief. / 3929 Retail Theft. / 3503(b.1) Criminal Trespass - Simple Trespasser","17","March","Wednesday",0,"3304","33"
"5657",1108,23,"M","W","2016-09-11T08:28:00","5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","8","September","Sunday",0,"5104","51"
"5658",2880,27,"M","B","2016-11-16T02:00:00","9501 Bench Warrant","2","November","Wednesday",0,"9501","95"
"5659",5506,21,"F","B","2017-02-11T20:00:00","2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","20","February","Saturday",1,"2701","27"
"5660",1110,51,"M","W","2016-09-15T09:45:00","2701 Simple Assault. / 5505 Public Drunkenness","9","September","Thursday",0,"2701","27"
"5661",3494,16,"M","B","2016-12-08T09:35:00","2701 Simple Assault. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 5503 Disorderly Conduct.","9","December","Thursday",1,"2701","27"
"5662",3495,15,"M","B","2016-12-14T21:45:00","903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3701 Robbery.","21","December","Wednesday",1,"903","9"
"5663",3496,10,"M","B","2016-12-01T13:30:00","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","13","December","Thursday",1,"2702","27"
"5664",3500,12,"M","B","2016-12-07T14:20:00","3301 Arson  / 3302 Causing or Risking Catastrophe.","14","December","Wednesday",1,"3301","33"
"5665",5517,27,"F","B","2017-02-11T10:00:00","9501 Bench Warrant / 4914(A) False Identification to Law Enforcement","10","February","Saturday",0,"9501","95"
"5667",1114,22,"M","B","2016-09-28T10:10:00","903 Criminal Conspiracy. / 2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","10","September","Wednesday",0,"903","9"
"5668",2682,50,"M","W","2016-11-03T17:00:00","3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","17","November","Thursday",0,"3743","37"
"5669",2885,29,"M","B","2016-11-15T02:38:00","903 Criminal Conspiracy. / 3502 Burglary. / 627.02(b)(i) Possessing a small amount of marijuana","2","November","Tuesday",0,"903","9"
"5670",3779,60,"F","W","2016-12-03T20:15:00","2702 Aggravated Assault.","20","December","Saturday",0,"2702","27"
"5673",1115,18,"M","W","2016-09-28T18:34:00","3743 Accidents Involving Damage to Attended Veh. or Property","18","September","Wednesday",1,"3743","37"
"5674",3722,32,"F","B","2016-12-15T17:55:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 13(a)(31)* Hashish - Possession Small Amount","17","December","Thursday",0,"1301","13"
"5675",3073,30,"M","W","2016-11-22T13:30:00","3929 Retail Theft. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","13","November","Tuesday",0,"3929","39"
"5676",5509,21,"F","W","2017-02-15T13:45:00","2701 Simple Assault. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","13","February","Wednesday",1,"2701","27"
"5679",6453,36,"M","B","2017-03-14T00:15:00","3921 Theft by Unlawful Taking or Disposition.","0","March","Tuesday",0,"3921","39"
"5680",6747,22,"M","B","2017-03-05T02:27:00","4701 Bribery in Official and Political Matters. / 5101 Obstructing Admin. of Law  / 3503(b)(1)(i) Actual Communication","2","March","Sunday",0,"4701","47"
"5681",5740,34,"M","W","2017-02-22T16:00:00","3925 Receiving Stolen Property. / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","16","February","Wednesday",0,"3925","39"
"5682",1180,26,"F","W","2016-09-15T11:43:00","903 Criminal Conspiracy. / 4101 Forgery. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","11","September","Thursday",0,"903","9"
"5683",90,33,"M","W","2016-09-05T17:24:00","3925 Receiving Stolen Property. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving","17","September","Monday",0,"3925","39"
"5684",1179,29,"F","W","2016-09-14T22:26:00","3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance","22","September","Wednesday",0,"3334","33"
"5685",3505,31,"M","B","2016-12-17T09:47:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3736 Reckless Driving / 3742.1 Accident Involv. Death/Inj. While not Licensed / 3732.1 Aggravated Assault by Vehicle","9","December","Saturday",0,"1543","15"
"5686",3521,24,"M","B","2016-12-01T17:00:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount","17","December","Thursday",0,"1543","15"
"5687",6257,51,"M","B","2017-03-11T10:40:00","9501 Bench Warrant","10","March","Saturday",0,"9501","95"
"5688",1118,32,"M","B","2016-09-14T14:30:00","903 Criminal Conspiracy. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","September","Wednesday",0,"903","9"
"5689",1119,33,"F","B","2016-09-14T14:30:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","14","September","Wednesday",0,"903","9"
"5691",5066,52,"F","B","2017-01-26T12:34:00","3929 Retail Theft.","12","January","Thursday",0,"3929","39"
"5692",6171,34,"F","B","2017-03-04T02:02:00","1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","2","March","Saturday",0,"1501","15"
"5693",3524,34,"M","B","2016-12-19T10:40:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment","10","December","Monday",0,"1543","15"
"5694",5952,34,"M","W","2017-02-25T11:15:00","1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I / 3802(d)(2) DUI - Drug - Impaired Ability","11","February","Saturday",0,"1501","15"
"5695",6751,53,"M","B","2017-03-23T14:03:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","14","March","Thursday",0,"903","9"
"5697",777,22,"M","W","2016-08-28T01:25:00","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","1","August","Sunday",0,"2702","27"
"5698",3677,21,"M","B","2016-12-11T17:53:00","1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance","17","December","Sunday",1,"1786","17"
"5700",5069,38,"M","W","2017-01-29T15:02:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","15","January","Sunday",0,"2702","27"
"5702",5743,30,"M","B","2017-02-14T01:10:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(31) Marijuana: Possession Small Amount","1","February","Tuesday",0,"1301","13"
"5703",3200,16,"F","B","2016-12-01T09:52:00","2701 Simple Assault. / 5503 Disorderly Conduct.","9","December","Thursday",1,"2701","27"
"5705",107,33,"M","W","2016-08-02T12:17:00","3503 Criminal Trespass","12","August","Tuesday",0,"3503","35"
"5706",3527,50,"M","B","2016-11-03T02:21:00","2706 Terroristic Threats. / 5505 Public Drunkenness / 5511.2A Taunting Police Animals","2","November","Thursday",0,"2706","27"
"5707",3528,23,"M","B","2016-11-03T15:04:00","6106 Firearms not to be Carried without a License.","15","November","Thursday",0,"6106","61"
"5709",2698,53,"M","B","2016-11-15T06:40:00","9015 Failure To Appear/Arrest on Attachment Order","6","November","Tuesday",0,"9015","90"
"5710",5747,38,"M","B","2017-02-14T05:30:00","5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","5","February","Tuesday",0,"5123","51"
"5712",705,13,"M","B","2016-09-07T12:19:00","2701 Simple Assault. / 2710 Ethnic Intimidation.","12","September","Wednesday",1,"2701","27"
"5713",1120,30,"F","B","2016-09-17T19:00:00","2701 Simple Assault.","19","September","Saturday",0,"2701","27"
"5714",1123,22,"M","B","2016-09-14T17:10:00","100 Fugitive","17","September","Wednesday",0,"100","1"
"5715",3205,52,"M","W","2016-11-25T16:39:00","4910 Tampering with or Fabricating Physical Evidence. / 1332 Display of Registration Plate. / 3111 Obedience to Traffic-Control Devices. / 13(a)(16) Possession of Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer","16","November","Friday",0,"4910","49"
"5716",5631,19,"M","W","2017-02-17T17:30:00","9501 Bench Warrant","17","February","Friday",1,"9501","95"
"5717",5957,40,"M","B","2017-02-26T03:24:00","2706 Terroristic Threats. / 9501 Bench Warrant / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","3","February","Sunday",0,"2706","27"
"5720",5749,60,"M","B","2017-02-14T07:14:00","3308 One-Way Roadways and Rotary Traffic Islands. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4914(A) False Identification to Law Enforcement / 3802(d)(2) DUI - Drug - Impaired Ability","7","February","Tuesday",0,"3308","33"
"5721",3737,24,"M","B","2016-12-18T07:30:00","3921 Theft by Unlawful Taking or Disposition.","7","December","Sunday",0,"3921","39"
"5722",706,33,"M","W","2016-08-22T17:43:00","9015 Failure To Appear/Arrest on Attachment Order","17","August","Monday",0,"9015","90"
"5723",1188,45,"M","W","2016-09-06T22:27:00","2705 Recklessy Endangering Another Person. / 5104 Resisting Arrest or Other Law Enforcement. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(a)(2) DUI - BAC >.08% <.10%","22","September","Tuesday",0,"2705","27"
"5724",3530,26,"F","B","2016-11-10T00:54:00","5503 Disorderly Conduct. / 5505 Public Drunkenness","0","November","Thursday",0,"5503","55"
"5725",1189,22,"M","B","2016-09-15T15:13:00","9501 Bench Warrant","15","September","Thursday",0,"9501","95"
"5726",1725,53,"M","B","2016-10-04T01:21:00","1301 Registration and Certificate of Title Required. / 1371 Operation Following Suspension of Registration. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 7122 Altered, Forged or Counterfeit Documents and Plates / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","1","October","Tuesday",0,"1301","13"
"5727",3679,20,"M","B","2016-12-11T19:26:00","4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 1301 Registration and Certificate of Title Required. / 1501 Drivers Required to be Licensed. / 1511 Carrying and Exhibiting Driver's License on Demand. / 1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4914 False Identification to Law Enforcement Authorities","19","December","Sunday",1,"4910","49"
"5728",5755,30,"M","B","2017-02-21T20:01:00","2701 Simple Assault. / 3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","20","February","Tuesday",0,"2701","27"
"5730",6172,29,"M","B","2017-03-01T18:08:00","4910 Tampering with or Fabricating Physical Evidence. / 5123 Contraband. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","18","March","Wednesday",0,"4910","49"
"5731",6174,32,"M","W","2017-03-01T18:59:00","5101 Obstructing Admin. of Law  / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages.","18","March","Wednesday",0,"5101","51"
"5732",6177,29,"M","B","2017-03-04T03:30:00","2701 Simple Assault.","3","March","Saturday",0,"2701","27"
"5733",3211,24,"F","W","2016-11-22T19:28:00","9501 Bench Warrant","19","November","Tuesday",0,"9501","95"
"5734",2894,42,"F","B","2016-12-01T11:30:00","903 Criminal Conspiracy. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","11","December","Thursday",0,"903","9"
"5735",3686,31,"F","W","2016-12-14T02:07:00","2702 Aggravated Assault.","2","December","Wednesday",0,"2702","27"
"5736",6182,53,"M","B","2017-03-01T22:20:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","22","March","Wednesday",0,"1543","15"
"5737",1125,22,"M","B","2016-09-14T17:23:00","2705 Recklessy Endangering Another Person. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","17","September","Wednesday",0,"2705","27"
"5738",3685,42,"M","W","2016-12-29T15:20:00","903 Criminal Conspiracy. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.","15","December","Thursday",0,"903","9"
"5739",5967,59,"M","B","2017-02-24T18:58:00","1786 Required Financial Responsibility. / 13(a)(31) Marijuana: Possession Small Amount","18","February","Friday",0,"1786","17"
"5740",1131,57,"M","W","2016-09-06T20:22:00","5505 Public Drunkenness / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","20","September","Tuesday",0,"5505","55"
"5741",6180,24,"F","W","2017-03-01T21:09:00","9501 Bench Warrant","21","March","Wednesday",0,"9501","95"
"5742",1192,51,"M","W","2016-09-15T19:00:00","2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.","19","September","Thursday",0,"2701","27"
"5744",6195,35,"M","W","2017-03-06T03:21:00","901 Criminal Attempt / 3304 Criminal Mischief. / 5505 Public Drunkenness / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3503(b.1)(1)(iii) CRIMINAL TRESPASS/SIMPLE TRESPASSER","3","March","Monday",0,"901","9"
